Region,Subregion,Country,Drug Type,Source,Notes,Year,Lifetime,Past Month,Past Year
Asia,East and South-East Asia,Thailand,Cocaine,ARQ,"Cocaine, any (HCl and/ or Crack); Ages not specified",2003,0.3,,
Asia,East and South-East Asia,"China, Hong Kong SAR",Cocaine,Govt.,"Cocaine, any (HCl and/ or Crack)",2008,0.59,,
Asia,East and South-East Asia,"China, Hong Kong SAR",Cocaine,ARQ,-,2011,,,0.052
Asia,East and South-East Asia,Indonesia,Cocaine,ARQ,Cocaine salts,2011,0.15,0.1,0.15
Asia,East and South-East Asia,Indonesia,Cocaine,ARQ,Crack,2011,0.15,0.1,0.15
Asia,East and South-East Asia,"China, Hong Kong SAR",Cocaine,ARQ,Central Registry,2014,,,0.03
Asia,East and South-East Asia,"China, Hong Kong SAR",Cocaine,ARQ,Cocaine salts. Central registry of drug abuse,2015,0.03,,
Asia,East and South-East Asia,"China, Hong Kong SAR",Cocaine,ARQ,Cocaine salts. Central registry of drug abuse,2018,,0.04,
Asia,East and South-East Asia,Indonesia,Cocaine,ARQ,13 out of 34 Provinces in Indonesia,2018,,,2.4
Asia,Near and Middle East /South-West Asia,Lebanon,Cocaine,ARQ,"Cocaine, any (HCl and/ or Crack); Rapid Assessment",2001,,,1.2
Asia,Near and Middle East /South-West Asia,Israel,Cocaine,ARQ,-,2009,,,1.6
Asia,Near and Middle East /South-West Asia,Israel,Cocaine,ARQ,Crack,2009,,,2
Asia,Near and Middle East /South-West Asia,Israel,Cocaine,ARQ,Cocaine salts,2009,3.39,0.99,2.86
Asia,Near and Middle East /South-West Asia,Israel,Cocaine,ARQ,Crack,2009,2.63,0.27,2.14
Asia,Near and Middle East /South-West Asia,Pakistan,Cocaine,ARQ,-,2013,0.01,,
Asia,South Asia,India,Cocaine,ARQ,-,2018,,,0.06
Asia,Central Asia  and Transcaucasia,Kazakhstan,Ecstasy,ARQ,-,2007,0.3,,
Asia,Central Asia  and Transcaucasia,Armenia,Ecstasy,ESPAD,-,2007,1,,
Asia,Central Asia  and Transcaucasia,Georgia,Ecstasy,Research,Select regions (capital);  Georgian Medical News No3 (180) 2010,2010,7.5,1.4,4.5
Asia,Central Asia  and Transcaucasia,Kazakhstan,Ecstasy,ARQ,-,2012,2.3,0.7,1
Asia,Central Asia  and Transcaucasia,Georgia,Ecstasy,ARQ / ESPAD,-,2015,4.4,,2.7
Asia,East and South-East Asia,Thailand,Ecstasy,ARQ,Ages not specified,2003,0.3,,
Asia,East and South-East Asia,"China, Taiwan Province of China",Ecstasy,Govt.,-,2006,0.52,,
Asia,East and South-East Asia,"China, Hong Kong SAR",Ecstasy,Govt.,-,2008,1.38,,
Asia,East and South-East Asia,"China, Hong Kong SAR",Ecstasy,ARQ,-,2011,0.008,,
Asia,East and South-East Asia,Indonesia,Ecstasy,ARQ,-,2011,0.4,0.2,0.34
Asia,East and South-East Asia,Indonesia,Ecstasy,ARQ,20 provinces,2015,0.15,,0.02
Asia,East and South-East Asia,Indonesia,Ecstasy,ARQ,13 out of 34 Provinces in Indonesia,2018,,,1.8
Asia,Near and Middle East /South-West Asia,Israel,Ecstasy,ARQ,-,2009,,,2.6
Asia,Near and Middle East /South-West Asia,Israel,Ecstasy,ARQ,-,2009,3.63,2.8,3.1
Asia,Near and Middle East /South-West Asia,Lebanon,Ecstasy,MedSPAD,-,2009,3.9,,
Asia,Near and Middle East /South-West Asia,Israel,Ecstasy,ARQ,-,2010,,,4.5
Asia,Central Asia  and Transcaucasia,Kazakhstan,Tranquillizers and sedatives,ARQ,Other sedatives and tranquillizers,2012,0.6,,
Asia,Central Asia  and Transcaucasia,Kazakhstan,Tranquillizers and sedatives,ARQ,-,2012,2.1,,
Asia,Central Asia  and Transcaucasia,Kazakhstan,Tranquillizers and sedatives,ARQ,-,2012,1.5,,
Asia,Central Asia  and Transcaucasia,Georgia,Tranquillizers and sedatives,ESPAD,GHB,2015,1,,
Asia,East and South-East Asia,Indonesia,Tranquillizers and sedatives,,Benzodiazepines,2010,0.11,0.02,0.04
Asia,East and South-East Asia,Indonesia,Tranquillizers and sedatives,,Benzodiazepines,2011,40,0.1,0.34
Asia,East and South-East Asia,"China, Hong Kong SAR",Tranquillizers and sedatives,ARQ,-,2011,,,0.01
Asia,East and South-East Asia,"China, Hong Kong SAR",Tranquillizers and sedatives,ARQ,Benzodiazepines,2011,,,0.01
Asia,East and South-East Asia,Indonesia,Tranquillizers and sedatives,ARQ,Barbiturates,2011,0.1,0.1,0.09
Asia,East and South-East Asia,Indonesia,Tranquillizers and sedatives,ARQ,-,2015,0.21,,0.11
Asia,East and South-East Asia,Indonesia,Tranquillizers and sedatives,ARQ,-,2015,0.17,,0.15
Asia,East and South-East Asia,Indonesia,Tranquillizers and sedatives,ARQ,Barbiturates. 20 provincies,2015,0.06,,0
Asia,Near and Middle East /South-West Asia,Israel,Tranquillizers and sedatives,,Benzodiazepines,2009,9,4.29,5.99
Asia,Near and Middle East /South-West Asia,Pakistan,Tranquillizers and sedatives,ARQ,-,2013,1.4,,
Asia,South Asia,India,Tranquillizers and sedatives,ARQ,-,2018,,,0.58
Europe,Eastern Europe,Russian Federation,Amphetamines,ARQ/ ESPAD,Amphetamine,2007,1.3,,
Europe,Eastern Europe,Ukraine,Amphetamines,ESPAD,-,2007,1,,
Europe,Eastern Europe,Republic of Moldova,Amphetamines,ESPAD,-,2008,1.5,,
Europe,Eastern Europe,Republic of Moldova,Amphetamines,Govt.,Amphetamine,2010,0.1,0.1,0.1
Europe,Eastern Europe,Russian Federation,Amphetamines,ARQ,Amphetamine,2011,3,,
Europe,Eastern Europe,Ukraine,Amphetamines,ARQ,Amphetamine,2011,2,,
Europe,Eastern Europe,Republic of Moldova,Amphetamines,ARQ,Amphetamine,2012,0.1,,0.1
Europe,Eastern Europe,Republic of Moldova,Amphetamines,ARQ,Methamphetamine,2012,,0.1,
Europe,Eastern Europe,Russian Federation,Amphetamines,ARQ,Other stimulants,2013,0.0003,,
Europe,Eastern Europe,Ukraine,Amphetamines,ARQ,Amphetamine,2015,,,0
Europe,Eastern Europe,Republic of Moldova,Amphetamines,ESPAD,Amphetamine,2015,1,,
Europe,Eastern Europe,Republic of Moldova,Amphetamines,ESPAD,Methamphetamine,2015,0,,
Europe,South-Eastern Europe,Turkey,Amphetamines,ESPAD,-,2003,1.9,,0.8
Europe,South-Eastern Europe,Albania,Amphetamines,ARQ,-,2004,4.9,,
Europe,South-Eastern Europe,Croatia,Amphetamines,ARQ,Amphetamine,2007,1.7,,
Europe,South-Eastern Europe,Romania,Amphetamines,ESPAD,Amphetamine,2007,0.6,,
Europe,South-Eastern Europe,Bosnia and Herzegovina,Amphetamines,ARQ,-,2008,,,4
Europe,South-Eastern Europe,Bulgaria,Amphetamines,ARQ,-,2008,10.4,3.8,6.7
Europe,South-Eastern Europe,Bulgaria,Amphetamines,ARQ,Amphetamine,2008,8.5,3.1,5.4
Europe,South-Eastern Europe,Bulgaria,Amphetamines,ARQ,Methamphetamine,2008,2.6,1.3,1.5
Europe,South-Eastern Europe,Serbia,Amphetamines,ARQ,Stimulants (inclds Amphetamines),2008,1.5,,
Europe,South-Eastern Europe,Montenegro,Amphetamines,ESPAD,-,2008,1,,
Europe,South-Eastern Europe,Bosnia and Herzegovina,Amphetamines,ARQ,Amphetamine,2011,0.9,,
Europe,South-Eastern Europe,Romania,Amphetamines,ARQ,Amphetamine,2011,1.7,,
Europe,South-Eastern Europe,Bulgaria,Amphetamines,ESPAD,Amphetamine,2011,8.4,,
Europe,South-Eastern Europe,Bulgaria,Amphetamines,ESPAD,Methamphetamine,2011,3.3,,
Europe,South-Eastern Europe,Serbia,Amphetamines,ESPAD,Amphetamine,2011,1.7,,
Europe,South-Eastern Europe,Bulgaria,Amphetamines,ARQ,-,2013,7.9,3.2,5.6
Europe,South-Eastern Europe,Bulgaria,Amphetamines,ARQ,Amphetamine,2013,6.4,2.3,4.3
Europe,South-Eastern Europe,Bulgaria,Amphetamines,ARQ,Methamphetamine,2013,4.2,1.9,3.2
Europe,South-Eastern Europe,Montenegro,Amphetamines,ARQ,Amphetamine,2015,3,,
Europe,South-Eastern Europe,Montenegro,Amphetamines,ARQ,Methamphetamine,2015,2,,
Europe,South-Eastern Europe,North Macedonia,Amphetamines,ARQ,Amphetamine,2015,1.4,,1.4
Europe,South-Eastern Europe,North Macedonia,Amphetamines,ARQ,Methamphetamine,2015,1.1,,1
Europe,South-Eastern Europe,North Macedonia,Amphetamines,ARQ,Prescription stimulants,2015,1.9,,1.4
Europe,South-Eastern Europe,Romania,Amphetamines,ARQ,Amphetamine,2015,1.1,,
Europe,South-Eastern Europe,Romania,Amphetamines,ARQ,Methamphetamine,2015,1,,
Europe,South-Eastern Europe,Albania,Amphetamines,ARQ / ESPAD,Amphetamine,2015,1.4,,
Europe,South-Eastern Europe,Albania,Amphetamines,ARQ / ESPAD,Methamphetamine,2015,1.6,,
Europe,South-Eastern Europe,Bulgaria,Amphetamines,ARQ / ESPAD,Amphetamine,2015,6.5,,5.1
Europe,South-Eastern Europe,Bulgaria,Amphetamines,ARQ / ESPAD,Methamphetamine,2015,5,,4.2
Europe,South-Eastern Europe,Croatia,Amphetamines,ESPAD,Amphetamine,2015,3,,
Europe,South-Eastern Europe,Croatia,Amphetamines,ESPAD,Methamphetamine,2015,1,,
Europe,South-Eastern Europe,North Macedonia,Amphetamines,ESPAD,Amphetamine,2015,1,,
Europe,South-Eastern Europe,North Macedonia,Amphetamines,ESPAD,Methamphetamine,2015,1,,
Europe,Western and Central Europe,United Kingdom (England and Wales),Amphetamines,Government 1996,Amphetamines,1996,18.75182697,5.7,11.84764785
Europe,Western and Central Europe,United Kingdom (England and Wales),Amphetamines,Government 1998,Amphetamines,1998,21.53087682,5.3,9.87835563
Europe,Western and Central Europe,Luxembourg,Amphetamines,,-,1999,3.7,,2.2
Europe,Western and Central Europe,Luxembourg,Amphetamines,National Drug Report 2017,-,1999,2.9,,1.9
Europe,Western and Central Europe,Luxembourg,Amphetamines,National Drug Report 2017,-,1999,2.3,,
Europe,Western and Central Europe,Luxembourg,Amphetamines,National Drug Report 2017,-,1999,3.1,,
Europe,Western and Central Europe,United Kingdom (England and Wales),Amphetamines,Government 2000,Amphetamines,2000,21.2441149,2.9,6.1784399
Europe,Western and Central Europe,United Kingdom (England and Wales),Amphetamines,Government 2001/2002,Amphetamines,2001,16.24045252,1.9,4.98739358
Europe,Western and Central Europe,United Kingdom (England and Wales),Amphetamines,Government 2002/2003,Amphetamines,2002,15.29111387,1.7,3.75249154
Europe,Western and Central Europe,Greenland,Amphetamines,ESPAD,-,2003,0,,0
Europe,Western and Central Europe,United Kingdom (England and Wales),Amphetamines,Government 2003/2004,Amphetamines,2003,13.07245984,1.6,4.01956048
Europe,Western and Central Europe,United Kingdom (England and Wales),Amphetamines,Government 2004/2005,Amphetamines,2004,11.57640156,1.3,3.23673493
Europe,Western and Central Europe,Liechtenstein,Amphetamines,ARQ,-,2005,1.1,,0.4
Europe,Western and Central Europe,Liechtenstein,Amphetamines,ARQ,Amphetamine,2005,1.1,,0.8
Europe,Western and Central Europe,United Kingdom (England and Wales),Amphetamines,Government 2005/2006,Amphetamines,2005,11.29360904,1.6,3.28026131
Europe,Western and Central Europe,United Kingdom (England and Wales),Amphetamines,Government 2006/2007,Amphetamines,2006,11.29578627,1.1332691,3.53400508
Europe,Western and Central Europe,Cyprus,Amphetamines,ARQ,Amphetamine,2007,3,,
Europe,Western and Central Europe,Denmark,Amphetamines,ARQ,-,2007,5,,
Europe,Western and Central Europe,Estonia,Amphetamines,ARQ,-,2007,3.8,,
Europe,Western and Central Europe,Finland,Amphetamines,ARQ,Amphetamine,2007,1,,
Europe,Western and Central Europe,Germany,Amphetamines,ARQ,Amphetamine. Select regions,2007,5.8,,
Europe,Western and Central Europe,Hungary,Amphetamines,ARQ,Amphetamine,2007,3.5,,
Europe,Western and Central Europe,Latvia,Amphetamines,ARQ,Amphetamine,2007,5.6,,3.7
Europe,Western and Central Europe,Malta,Amphetamines,ARQ,Amphetamine,2007,5.2,,
Europe,Western and Central Europe,Netherlands,Amphetamines,ARQ,Amphetamine,2007,1.9,0.8,
Europe,Western and Central Europe,Slovenia,Amphetamines,ARQ,Amphetamine,2007,2.2,,
Europe,Western and Central Europe,Czechia,Amphetamines,ARQ./ ESPAD,Methamphetamine,2007,3.5,,2.1
Europe,Western and Central Europe,Austria,Amphetamines,ESPAD,May include non-ATS stimulants,2007,7.7,,
Europe,Western and Central Europe,Cyprus,Amphetamines,ESPAD,-,2007,3,,
Europe,Western and Central Europe,Faroe Islands,Amphetamines,ESPAD,-,2007,1,,
Europe,Western and Central Europe,France,Amphetamines,ESPAD,-,2007,4,,
Europe,Western and Central Europe,Greece,Amphetamines,ESPAD,-,2007,3,,
Europe,Western and Central Europe,Iceland,Amphetamines,ESPAD,-,2007,4,,
Europe,Western and Central Europe,Ireland,Amphetamines,ESPAD,-,2007,3,,
Europe,Western and Central Europe,Lithuania,Amphetamines,ESPAD,-,2007,3,,
Europe,Western and Central Europe,Netherlands,Amphetamines,ESPAD,-,2007,2,,
Europe,Western and Central Europe,Norway,Amphetamines,ESPAD,Amphetamine,2007,2,,
Europe,Western and Central Europe,Portugal,Amphetamines,ESPAD,-,2007,2.5,,
Europe,Western and Central Europe,Slovenia,Amphetamines,ESPAD,-,2007,2.3,,
Europe,Western and Central Europe,Switzerland,Amphetamines,ESPAD,-,2007,3,,
Europe,Western and Central Europe,United Kingdom (England and Wales),Amphetamines,Government 2007/2008,Amphetamines,2007,8.73889181,0.87281876,2.37483763
Europe,Western and Central Europe,Gibraltar,Amphetamines,ARQ,-,2008,,,0.2
Europe,Western and Central Europe,Slovakia,Amphetamines,ARQ,Amphetamine,2008,1.9,,0.7
Europe,Western and Central Europe,United Kingdom (England and Wales),Amphetamines,Government 2008/2009,Amphetamines,2008,9.71811181,0.90101508,2.58271739
Europe,Western and Central Europe,United Kingdom (England and Wales),Amphetamines,Government 2008/2009,Any amphetamines,2008,10.00100111,0.97756308,2.64679277
Europe,Western and Central Europe,United Kingdom (England and Wales),Amphetamines,Government 2008/2009,Methamphetamine,2008,0.8485236,0.11720396,0.18410665
Europe,Western and Central Europe,Germany,Amphetamines,Govt.,Amphetamine,2008,2.7,0.4,1
Europe,Western and Central Europe,Belgium,Amphetamines,ARQ,Select regions (Flanders),2009,,,1.4
Europe,Western and Central Europe,Sweden,Amphetamines,ARQ,-,2009,1,,1
Europe,Western and Central Europe,United Kingdom (England and Wales),Amphetamines,Government 2009/2010,Amphetamines,2009,9.50439344,0.70715395,2.38793986
Europe,Western and Central Europe,United Kingdom (England and Wales),Amphetamines,Government 2009/2010,Any amphetamines,2009,9.87392447,0.73453129,2.41763956
Europe,Western and Central Europe,United Kingdom (England and Wales),Amphetamines,Government 2009/2010,Methamphetamine,2009,0.87301462,0.02561774,0.04850218
Europe,Western and Central Europe,Belgium,Amphetamines,ARQ,Amphetamine,2010,2.77,,1.33
Europe,Western and Central Europe,Italy,Amphetamines,ARQ,Amphetamine,2010,0.8,0.3,0.5
Europe,Western and Central Europe,Latvia,Amphetamines,ARQ,Riga City,2010,3.8,1.7,2.7
Europe,Western and Central Europe,Luxembourg,Amphetamines,ARQ,-,2010,1.4,,1.1
Europe,Western and Central Europe,Netherlands,Amphetamines,ARQ,Amphetamine,2010,1.8,0.6,
Europe,Western and Central Europe,Poland,Amphetamines,ARQ,Amphetamine,2010,7,2,3
Europe,Western and Central Europe,Slovakia,Amphetamines,ARQ,Methamphetamine,2010,1.4,0.5,0.8
Europe,Western and Central Europe,Spain,Amphetamines,ARQ,Amphetamine,2010,2.6,0.9,1.6
Europe,Western and Central Europe,Spain,Amphetamines,ARQ,Methamphetamine,2010,0.8,0.4,0.6
Europe,Western and Central Europe,United Kingdom (England),Amphetamines,ARQ,Amphetamines,2010,2.1,0.6,1.7
Europe,Western and Central Europe,United Kingdom (England and Wales),Amphetamines,Government 2010/2011,Amphetamines,2010,8.60559097,0.87016121,2.44820256
Europe,Western and Central Europe,United Kingdom (England and Wales),Amphetamines,Government 2010/2011,Any amphetamines,2010,8.78085561,0.87152922,2.53986823
Europe,Western and Central Europe,United Kingdom (England and Wales),Amphetamines,Government 2010/2011,Methamphetamine,2010,0.78971796,,0.11227889
Europe,Western and Central Europe,Luxembourg,Amphetamines,National Drug Report 2017,-,2010,1.1,,
Europe,Western and Central Europe,Luxembourg,Amphetamines,National Drug Report 2017,-,2010,1.5,,
Europe,Western and Central Europe,Belgium,Amphetamines,ARQ,Amphetamine,2011,2.1,,0.6
Europe,Western and Central Europe,Czechia,Amphetamines,ARQ,Methamphetamine,2011,1.9,0.5,1.2
Europe,Western and Central Europe,Denmark,Amphetamines,ARQ,-,2011,2.5,,
Europe,Western and Central Europe,Estonia,Amphetamines,ARQ,Amphetamine,2011,2.8,,
Europe,Western and Central Europe,Finland,Amphetamines,ARQ,Amphetamine,2011,1,,
Europe,Western and Central Europe,Finland,Amphetamines,ARQ,Amphetamine,2011,1,,
Europe,Western and Central Europe,France,Amphetamines,ARQ,Amphetamine,2011,2.4,,1.9
Europe,Western and Central Europe,Germany,Amphetamines,ARQ,Amphetamine,2011,,,0.4
Europe,Western and Central Europe,Germany,Amphetamines,ARQ,Amphetamine,2011,6,,
Europe,Western and Central Europe,Greece,Amphetamines,ARQ,Amphetamine,2011,2,,
Europe,Western and Central Europe,Ireland,Amphetamines,ARQ,Amphetamine,2011,2,,
Europe,Western and Central Europe,Liechtenstein,Amphetamines,ARQ,-,2011,5,,
Europe,Western and Central Europe,Lithuania,Amphetamines,ARQ,Amphetamine,2011,2.8,,
Europe,Western and Central Europe,Netherlands,Amphetamines,ARQ,Amphetamine,2011,1.8,0.6,
Europe,Western and Central Europe,Portugal,Amphetamines,ARQ,-,2011,3,,
Europe,Western and Central Europe,Slovenia,Amphetamines,ARQ,Amphetamine,2011,2,,
Europe,Western and Central Europe,United Kingdom (England),Amphetamines,ARQ,-,2011,1.9,0.9,1.8
Europe,Western and Central Europe,Cyprus,Amphetamines,ESPAD,Amphetamine,2011,4,,
Europe,Western and Central Europe,Iceland,Amphetamines,ESPAD,Amphetamine,2011,3,,
Europe,Western and Central Europe,Latvia,Amphetamines,ESPAD,Amphetamine,2011,3.8,1.6,2.7
Europe,Western and Central Europe,Malta,Amphetamines,ESPAD,Amphetamine,2011,3,,
Europe,Western and Central Europe,Malta,Amphetamines,ESPAD,Mephedrone,2011,3.5,,
Europe,Western and Central Europe,Norway,Amphetamines,ESPAD,Amphetamine,2011,1,,
Europe,Western and Central Europe,United Kingdom (England and Wales),Amphetamines,Government 2011/2012,Amphetamines,2011,7.96471662,0.8107729,1.9563748
Europe,Western and Central Europe,United Kingdom (England and Wales),Amphetamines,Government 2011/2012,Any amphetamines,2011,8.38085523,0.81188923,1.99440457
Europe,Western and Central Europe,United Kingdom (England and Wales),Amphetamines,Government 2011/2012,Methamphetamine,2011,0.91327343,0.02190615,0.10157615
Europe,Western and Central Europe,Belgium,Amphetamines,ARQ,Amphetamine,2012,1.8,,0.8
Europe,Western and Central Europe,Belgium,Amphetamines,ARQ,Amphetamine,2012,1.8,,1
Europe,Western and Central Europe,Cyprus,Amphetamines,ARQ,Amphetamine,2012,0.4,0.2,0.3
Europe,Western and Central Europe,Germany,Amphetamines,ARQ,Methamphetamine. Region Frankfurt am Main,2012,1,,
Europe,Western and Central Europe,Italy,Amphetamines,ARQ,-,2012,1.1,0.38,0.71
Europe,Western and Central Europe,Italy,Amphetamines,ARQ,Amphetamine,2012,0.57,0.2,0.35
Europe,Western and Central Europe,Poland,Amphetamines,ARQ,Amphetamine,2012,4.6,,
Europe,Western and Central Europe,Spain,Amphetamines,ARQ,Amphetamine,2012,2.4,1,1.7
Europe,Western and Central Europe,Spain,Amphetamines,ARQ,Methamphetamine,2012,0.9,0.4,0.7
Europe,Western and Central Europe,United Kingdom (England),Amphetamines,ARQ,-,2012,1.8,0.5,1.7
Europe,Western and Central Europe,United Kingdom (England and Wales),Amphetamines,Government 2012/2013,Amphetamines,2012,7.12350374,,1.31636519
Europe,Western and Central Europe,United Kingdom (England and Wales),Amphetamines,Government 2012/2013,Any amphetamines,2012,7.19650621,,1.35248188
Europe,Western and Central Europe,United Kingdom (England and Wales),Amphetamines,Government 2012/2013,Methamphetamine,2012,0.63782779,,0.08237832
Europe,Western and Central Europe,Belgium,Amphetamines,ARQ,"Amphetamine, flemish part",2013,1.2,,0.6
Europe,Western and Central Europe,Denmark,Amphetamines,ARQ,-,2013,2.5,,
Europe,Western and Central Europe,Estonia,Amphetamines,ARQ,Amphetamine,2013,0.9,,
